Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Thu 12:18:00 PM    Left Gate (SIN) @ Thursday 12:18:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Thu 12:28:03 PM    Departure (SIN) @ Thursday 12:28:03 PM +08,,,,,,,, FlightAware ADS-B (XSP / WSSL)
Sun 01:15:00 PM,2.2454,101.8513,← 279°,259,298,8075,-1213, FlightAware ADS-B (MKZ / WMKM)
Sun 01:15:17 PM,2.2485,101.8313,← 279°,255,293,7775,-949, FlightAware ADS-B (MKZ / WMKM)
Sun 01:15:49 PM,2.2613,101.7983,← 296°,244,281,7300,-1089, FlightAware ADS-B (SZB / WMSA)
Sun 01:16:19 PM,2.2755,101.7676,← 294°,242,278,6650,-1350, FlightAware ADS-B (MKZ / WMKM)
Sun 01:16:49 PM,2.2897,101.7369,← 295°,244,281,5950,-1225, FlightAware ADS-B (WMBF)
Sun 01:17:19 PM,2.3041,101.7065,← 295°,237,273,5425,-1170, FlightAware ADS-B (MKZ / WMKM)
Sun 01:17:39 PM,2.3131,101.6875,← 299°,237,273,4975,-1385, FlightAware ADS-B (MKZ / WMKM)
Sun 01:17:58 PM,2.3277,101.673,↖ 332°,237,273,4525,-1297, FlightAware ADS-B (KUL / WMKK)
Sun 01:18:16 PM,2.348,101.6709,↑ 12°,233,268,4175,-731, FlightAware ADS-B (KUL / WMKK)
Sun 01:18:37 PM,2.3658,101.6826,↗ 51°,240,276,4050,-424, FlightAware ADS-B (SZB / WMSA)
Sun 01:19:02 PM,2.3773,101.7097,→ 69°,242,278,3850,-659, FlightAware ADS-B (SZB / WMSA)
Sun 01:19:18 PM,2.3838,101.7259,→ 68°,239,275,3600,-783, FlightAware ADS-B (SZB / WMSA)
Sun 01:19:48 PM,2.3958,101.756,→ 69°,221,254,3250,-652, FlightAware ADS-B (SZB / WMSA)
Sun 01:20:04 PM,2.4013,101.7696,→ 68°,212,244,3100,-633, FlightAware ADS-B (WMBF)
Sun 01:20:33 PM,2.4116,101.7948,↗ 64°,196,226,2775,-611, FlightAware ADS-B (MKZ / WMKM)
Sun 01:20:58 PM,2.4241,101.8144,↗ 56°,195,224,2550,-319, FlightAware ADS-B (SZB / WMSA)
Sun 01:21:20 PM,2.4351,101.8304,↗ 56°,196,226,2525,-36, FlightAware ADS-B (KUL / WMKK)
Sun 01:21:40 PM,2.4469,101.8438,↗ 41°,194,223,2525,, FlightAware ADS-B (MKZ / WMKM)
Sun 01:21:59 PM,2.4632,101.8506,↑ 10°,191,220,2525,42, FlightAware ADS-B (MKZ / WMKM)
Sun 01:22:16 PM,2.4773,101.8496,↑ 339°,193,222,2550,39, FlightAware ADS-B (SZB / WMSA)
Sun 01:22:37 PM,2.4941,101.8406,↖ 328°,195,224,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:22:57 PM,2.5089,101.8311,↖ 326°,195,224,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:23:16 PM,2.5237,101.8211,↖ 326°,194,223,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:23:33 PM,2.5364,101.8126,↖ 326°,194,223,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:23:52 PM,2.5499,101.8036,↖ 326°,188,216,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:24:09 PM,2.5626,101.7952,↖ 326°,187,215,2550,-43, FlightAware ADS-B (MKZ / WMKM)
Sun 01:24:27 PM,2.5751,101.7868,↖ 326°,184,212,2525,, FlightAware ADS-B (SZB / WMSA)
Sun 01:24:43 PM,2.5866,101.779,↖ 326°,170,196,2550,, FlightAware ADS-B (SZB / WMSA)
Sun 01:24:59 PM,2.5964,101.7725,↖ 326°,170,196,2525,-574, FlightAware ADS-B (SZB / WMSA)
Sun 01:25:30 PM,2.6168,101.7588,↖ 326°,166,191,2100,-787, FlightAware ADS-B (SZB / WMSA)
Sun 01:26:00 PM,2.6349,101.7467,↖ 326°,154,177,1725,-775, FlightAware ADS-B (KUL / WMKK)
Sun 01:26:30 PM,2.6527,101.7348,↖ 326°,150,173,1325,-775, FlightAware ADS-B (KUL / WMKK)
Sun 01:27:00 PM,2.6699,101.7233,↖ 326°,147,169,950,-731, FlightAware ADS-B (WMBF)
Sun 01:27:09 PM,2.6752,101.7197,↖ 326°,148,170,850,-750, Surface and Near-Surface
Sun 01:27:16 PM,2.6789,101.7173,↖ 326°,149,171,750,-780, FlightAware ADS-B (WMBF)
Sun 01:27:34 PM,2.6892,101.7103,↖ 326°,148,170,525,-750, FlightAware ADS-B (KUL / WMKK)
Sun 01:27:50 PM,2.6981,101.7044,↖ 326°,146,168,325,-706, FlightAware ADS-B (KUL / WMKK)
Sun 01:28:08 PM,2.7088,101.6973,↖ 326°,150,173,125,-667, FlightAware ADS-B (KUL / WMKK)
Sun 01:28:45 PM    Arrival (KUL) @ Sunday 01:28:45 PM +08,,,,,,,, FlightAware
Taxi Time: 5 minutes,,,,,,,,
Sun 01:34:00 PM    Gate Arrival (KUL) @ Sunday 01:34:00 PM +08,,,,,,,, Airline
,,,,,,,,
Sat 12:18:00 PM    Left Gate (SIN) @ Saturday 12:18:00 PM +08,,,,,,,, Airline
Taxi Time: 10 minutes,,,,,,,,
Sat 12:28:24 PM    Departure (SIN) @ Saturday 12:28:24 PM +08,,,,,,,, Surface and Near-Surface
Sat 12:28:24 PM,1.3494,103.9937,↗ 23°,163,188,250,, Surface and Near-Surface
Sat 12:28:39 PM,1.3597,103.9978,↗ 22°,167,192,775,1790, FlightAware ADS-B (XSP / WSSL)
Sat 12:28:55 PM,1.3718,104.0028,↗ 23°,185,213,1175,1547, FlightAware ADS-B (JHB / WMKJ)
Sat 12:29:11 PM,1.3859,104.0089,↗ 24°,212,244,1600,2109, FlightAware ADS-B (XSP / WSSL)
Sat 12:29:27 PM,1.4001,104.0151,↗ 24°,226,260,2300,2906, FlightAware ADS-B (QPG / WSAP)
Sat 12:29:43 PM,1.4167,104.0223,↗ 24°,232,267,3150,2227, FlightAware ADS-B (WSAG)
Sat 12:30:00 PM,1.4327,104.0292,↗ 23°,234,269,3525,1149, FlightAware ADS-B (JHB / WMKJ)
Sat 12:30:30 PM,1.4636,104.0422,↗ 23°,240,276,4050,1021, FlightAware ADS-B (JHB / WMKJ)
Sat 12:30:47 PM,1.4816,104.0492,↑ 17°,244,281,4325,971, FlightAware ADS-B (XSP / WSSL)
Sat 12:31:04 PM,1.5017,104.0487,↑ 342°,247,284,4600,943, FlightAware ADS-B (SIN / WSSS)
Sat 12:31:22 PM,1.5181,104.0372,← 310°,265,305,4875,1061, FlightAware ADS-B (XSP / WSSL)
Sat 12:31:45 PM,1.5312,104.0099,← 292°,267,307,5325,1274, FlightAware ADS-B (QPG / WSAP)
Sat 12:32:15 PM,1.5449,103.9775,← 294°,266,306,6000,2500, FlightAware ADS-B (WSAC)
Sat 12:32:45 PM,1.56,103.943,← 293°,268,308,7825,3475, FlightAware ADS-B (WSAC)
Sat 12:33:15 PM,1.5755,103.9085,← 297°,275,316,9475,3480, FlightAware ADS-B (TGA / WSAT)
Sat 12:33:35 PM,1.5887,103.8885,← 306°,268,308,10725,3000, FlightAware ADS-B (WSAC)
Sat 12:34:06 PM,1.6119,103.8565,← 305°,288,331,12025,2000, FlightAware ADS-B (WSAC)
Sat 12:34:26 PM,1.6247,103.8314,← 292°,313,360,12425,1529, FlightAware ADS-B (SIN / WSSS)
Sat 12:34:57 PM,1.642,103.7888,← 292°,340,391,13325,2090, FlightAware ADS-B (XSP / WSSL)
Sat 12:35:27 PM,1.6607,103.7433,← 292°,353,406,14550,2410, FlightAware ADS-B (XSP / WSSL)
Sat 12:35:58 PM,1.6794,103.696,← 290°,362,417,15775,2311, FlightAware ADS-B (TGA / WSAT)
Sat 12:36:28 PM,1.6972,103.6479,← 292°,372,428,16900,2350, FlightAware ADS-B (WSAC)
Sat 12:36:58 PM,1.7171,103.5996,← 292°,378,435,18125,2361, FlightAware ADS-B (WSAC)
Sat 12:37:29 PM,1.7377,103.5501,← 293°,383,441,19300,2262, FlightAware ADS-B (TGA / WSAT)
Sat 12:37:59 PM,1.7585,103.5006,← 293°,388,447,20425,2419, FlightAware ADS-B (QPG / WSAP)
Sat 12:38:31 PM,1.781,103.4467,← 293°,379,436,21800,1370, FlightAware ADS-B (WSAC)
Sat 12:39:08 PM,1.8061,103.3867,← 293°,385,443,22000,176, FlightAware ADS-B (XSP / WSSL)
Sat 12:39:39 PM,1.8268,103.3375,← 293°,384,442,22000,, FlightAware ADS-B (XSP / WSSL)
Sat 12:40:09 PM,1.848,103.2873,← 294°,385,443,22000,, FlightAware ADS-B (WSAG)
Sat 12:40:43 PM,1.8736,103.2346,← 296°,385,443,22000,, FlightAware ADS-B (PKU / WIBB)
Sat 12:41:13 PM,1.8976,103.1859,← 296°,382,440,22000,, FlightAware ADS-B (PKU / WIBB)
Sat 12:41:43 PM,1.921,103.1379,← 296°,385,443,22000,, FlightAware ADS-B (PKU / WIBB)
Sat 12:42:14 PM,1.9464,103.0861,← 296°,385,443,22000,, FlightAware ADS-B (WSAG)
Sat 12:42:44 PM,1.9691,103.0397,← 296°,384,442,22000,, FlightAware ADS-B (WSAC)
Sat 12:43:16 PM,1.9942,102.9886,← 296°,382,440,22000,, FlightAware ADS-B (WSAG)
Sat 12:43:50 PM,2.0212,102.9335,← 296°,384,442,22000,, FlightAware ADS-B (SIN / WSSS)
Sat 12:44:20 PM,2.0441,102.8868,← 296°,383,441,22000,, FlightAware ADS-B (QPG / WSAP)
Sat 12:44:50 PM,2.0674,102.8392,← 296°,383,441,22000,, FlightAware ADS-B (QPG / WSAP)
Sat 12:45:20 PM,2.0904,102.792,← 296°,383,441,22000,, FlightAware ADS-B (QPG / WSAP)
Sat 12:45:50 PM,2.1138,102.7439,← 296°,383,441,22000,-125, FlightAware ADS-B (QPG / WSAP)
Sat 12:46:20 PM,2.1366,102.6973,← 296°,384,442,21875,-545, FlightAware ADS-B (SZB / WMSA)
Sat 12:46:45 PM,2.1559,102.6574,← 294°,382,440,21500,-1214, FlightAware ADS-B (MKZ / WMKM)
Sat 12:47:02 PM,2.165,102.6278,← 280°,382,440,21025,-1851, FlightAware ADS-B (XSP / WSSL)
Sat 12:47:32 PM,2.1711,102.5741,← 277°,379,436,20050,-1875, FlightAware ADS-B (JHB / WMKJ)
Sat 12:48:02 PM,2.1771,102.5224,← 277°,373,429,19150,-2000, FlightAware ADS-B (PKU / WIBB)
Sat 12:48:32 PM,2.183,102.471,← 276°,365,420,18050,-2275, FlightAware ADS-B (MKZ / WMKM)
Sat 12:49:02 PM,2.1888,102.4211,← 277°,361,415,16875,-2250, FlightAware ADS-B (MKZ / WMKM)
Sat 12:49:32 PM,2.1945,102.3717,← 277°,355,409,15800,-1975, FlightAware ADS-B (MKZ / WMKM)
Sat 12:50:02 PM,2.1998,102.326,← 277°,352,405,14900,-1400, FlightAware ADS-B (SZB / WMSA)
Sat 12:50:32 PM,2.2054,102.277,← 277°,346,398,14400,-984, FlightAware ADS-B (SZB / WMSA)
Sat 12:51:03 PM,2.2111,102.2275,← 277°,336,387,13900,-984, FlightAware ADS-B (MKZ / WMKM)
Sat 12:51:33 PM,2.2163,102.1817,← 277°,335,386,13400,-1125, FlightAware ADS-B (SZB / WMSA)
Sat 12:52:03 PM,2.2213,102.1376,← 277°,335,386,12775,-1400, FlightAware ADS-B (SZB / WMSA)
Sat 12:52:33 PM,2.2266,102.0916,← 276°,327,376,12000,-1379, FlightAware ADS-B (SZB / WMSA)
Sat 12:53:05 PM,2.2323,102.042,← 276°,312,359,11350,-1095, FlightAware ADS-B (MKZ / WMKM)
Sat 12:53:36 PM,2.2374,101.9973,← 277°,302,348,10850,-847, FlightAware ADS-B (MKZ / WMKM)
Sat 12:54:07 PM,2.242,101.9568,← 277°,285,328,10475,-875, FlightAware ADS-B (MKZ / WMKM)
Sat 12:54:36 PM,2.2462,101.9197,← 276°,274,315,9975,-1144, FlightAware ADS-B (SZB / WMSA)
Sat 12:55:06 PM,2.2505,101.8822,← 277°,269,310,9350,-1225, FlightAware ADS-B (MKZ / WMKM)
Sat 12:55:36 PM,2.2546,101.8469,← 277°,264,304,8750,-1300, FlightAware ADS-B (SZB / WMSA)
Sat 12:56:06 PM,2.2587,101.8101,← 276°,259,298,8050,-1370, FlightAware ADS-B (SZB / WMSA)
Sat 12:56:22 PM,2.2607,101.7923,← 277°,257,296,7700,-1467, FlightAware ADS-B (SZB / WMSA)
Sat 12:56:52 PM,2.2649,101.7559,← 277°,254,292,6925,-1525, FlightAware ADS-B (KUL / WMKK)
Sat 12:57:22 PM,2.2687,101.7227,← 277°,255,293,6175,-1325, FlightAware ADS-B (SZB / WMSA)
Sat 12:57:52 PM,2.2728,101.6874,← 277°,252,290,5600,-1140, FlightAware ADS-B (SZB / WMSA)
Sat 12:58:12 PM,2.2759,101.6632,← 280°,248,285,5225,-987, FlightAware ADS-B (SZB / WMSA)
Sat 12:58:30 PM,2.2862,101.6454,↖ 317°,247,284,4975,-789, FlightAware ADS-B (MKZ / WMKM)
Sat 12:58:50 PM,2.3069,101.6359,↑ 345°,248,285,4725,-708, FlightAware ADS-B (KUL / WMKK)
Sat 12:59:06 PM,2.3242,101.6395,↗ 28°,248,285,4550,-625, FlightAware ADS-B (KUL / WMKK)
Sat 12:59:26 PM,2.339,101.6553,↗ 62°,249,287,4350,-630, FlightAware ADS-B (SZB / WMSA)
Sat 12:59:56 PM,2.355,101.6867,↗ 62°,250,288,4025,-702, FlightAware ADS-B (KUL / WMKK)
Sat 01:00:13 PM,2.3663,101.7039,↗ 49°,246,283,3800,-628, FlightAware ADS-B (MKZ / WMKM)
Sat 01:00:39 PM,2.3893,101.7211,↗ 35°,242,278,3575,-536, FlightAware ADS-B (KUL / WMKK)
Sat 01:01:09 PM,2.4159,101.7396,↗ 35°,239,275,3300,-670, FlightAware ADS-B (SZB / WMSA)
Sat 01:01:26 PM,2.4324,101.7509,↗ 34°,238,274,3050,-844, FlightAware ADS-B (MKZ / WMKM)
Sat 01:01:57 PM,2.4607,101.7699,↗ 34°,238,274,2625,-477, FlightAware ADS-B (KUL / WMKK)
Sat 01:02:32 PM,2.4907,101.79,↗ 34°,200,230,2525,-82, FlightAware ADS-B (KUL / WMKK)
Sat 01:02:52 PM,2.506,101.8003,↗ 34°,193,222,2550,, FlightAware ADS-B (KUL / WMKK)
Sat 01:03:08 PM,2.5178,101.8082,↗ 34°,193,222,2525,-45, FlightAware ADS-B (KUL / WMKK)
Sat 01:03:25 PM,2.5315,101.811,↑ 351°,190,219,2525,41, FlightAware ADS-B (SZB / WMSA)
Sat 01:03:45 PM,2.5474,101.8042,↖ 331°,188,216,2550,, FlightAware ADS-B (SZB / WMSA)
Sat 01:04:01 PM,2.5605,101.7964,↖ 328°,186,214,2525,-31, FlightAware ADS-B (MKZ / WMKM)
Sat 01:04:33 PM,2.5812,101.7827,↖ 326°,169,194,2525,-48, FlightAware ADS-B (KUL / WMKK)
Sat 01:05:03 PM,2.5995,101.7704,↖ 326°,162,186,2475,-492, FlightAware ADS-B (SZB / WMSA)
Sat 01:05:34 PM,2.6196,101.7569,↖ 326°,159,183,2025,-774, FlightAware ADS-B (KUL / WMKK)
Sat 01:06:05 PM,2.6367,101.7455,↖ 327°,152,175,1675,-738, FlightAware ADS-B (SZB / WMSA)
Sat 01:06:35 PM,2.6558,101.7327,↖ 326°,152,175,1275,-800, FlightAware ADS-B (KUL / WMKK)
Sat 01:07:05 PM,2.6734,101.7209,↖ 326°,154,177,875,-794, FlightAware ADS-B (KUL / WMKK)
Sat 01:07:09 PM,2.6759,101.7193,↖ 326°,154,177,825,-789, Surface and Near-Surface
Sat 01:07:24 PM,2.6847,101.7133,↖ 326°,153,176,625,-773, FlightAware ADS-B (KUL / WMKK)
Sat 01:07:42 PM,2.6952,101.7063,↖ 326°,151,174,400,-750, FlightAware ADS-B (KUL / WMKK)
Sat 01:08:00 PM,2.7064,101.6988,↖ 326°,154,177,175,-750, FlightAware ADS-B (KUL / WMKK)
Sat 01:08:39 PM    Arrival (KUL) @ Saturday 01:08:39 PM +08,,,,,,,, FlightAware
Taxi Time: 4 minutes,,,,,,,,
Sat 01:13:00 PM    Gate Arrival (KUL) @ Saturday 01:13:00 PM +08,,,,,,,, Airline
,,,,,,,,
Fri 12:42:00 PM    Left Gate (SIN) @ Friday 12:42:00 PM +08,,,,,,,, Airline
Taxi Time: 8 minutes,,,,,,,,
Fri 12:50:58 PM    Departure (SIN) @ Friday 12:50:58 PM +08,,,,,,,, FlightAware ADS-B (QPG / WSAP)
Fri 12:50:58 PM,1.3489,103.9935,↗ 23°,164,189,200,, FlightAware ADS-B (QPG / WSAP)
Fri 12:51:14 PM,1.3609,103.9986,↗ 23°,165,190,825,1828, FlightAware ADS-B (WSAG)
Fri 12:51:30 PM,1.3717,104.003,↗ 23°,183,211,1175,1500, FlightAware ADS-B (XSP / WSSL)
Fri 12:51:46 PM,1.3862,104.0091,↗ 23°,207,238,1625,1875, FlightAware ADS-B (JHB / WMKJ)
Fri 12:52:02 PM,1.4005,104.0152,↗ 23°,225,259,2175,2484, FlightAware ADS-B (JHB / WMKJ)
Fri 12:52:18 PM,1.4167,104.0223,↗ 24°,239,275,2950,2545, FlightAware ADS-B (SIN / WSSS)
Fri 12:52:35 PM,1.434,104.0297,↗ 23°,256,295,3575,2840, FlightAware ADS-B (QPG / WSAP)
Fri 12:53:05 PM,1.4694,104.0445,↗ 23°,270,311,5175,3096, FlightAware ADS-B (XSP / WSSL)
Fri 12:53:22 PM,1.4894,104.0499,↑ 6°,270,311,6000,3750, FlightAware ADS-B (QPG / WSAP)
Fri 12:53:39 PM,1.5109,104.0467,↖ 338°,257,296,7300,3750, FlightAware ADS-B (QPG / WSAP)
Fri 12:53:58 PM,1.5265,104.0338,← 305°,258,297,8250,2442, FlightAware ADS-B (XSP / WSSL)
Fri 12:54:22 PM,1.5399,104.0046,← 293°,283,326,9050,1806, FlightAware ADS-B (XSP / WSSL)
Fri 12:54:52 PM,1.5567,103.9655,← 293°,322,371,9875,2275, FlightAware ADS-B (XSP / WSSL)
Fri 12:55:22 PM,1.5745,103.9246,← 293°,328,377,11325,2800, FlightAware ADS-B (QPG / WSAP)
Fri 12:55:52 PM,1.5916,103.8846,← 293°,339,390,12675,2675, FlightAware ADS-B (WSAC)
Fri 12:56:22 PM,1.6106,103.8403,← 293°,348,400,14000,2575, FlightAware ADS-B (TGA / WSAT)
Fri 12:56:52 PM,1.6298,103.7955,← 293°,354,407,15250,2450, FlightAware ADS-B (WSAG)
Fri 12:57:22 PM,1.6493,103.7501,← 293°,365,420,16450,2225, FlightAware ADS-B (QPG / WSAP)
Fri 12:57:52 PM,1.6709,103.6998,← 293°,378,435,17475,2213, FlightAware ADS-B (MKZ / WMKM)
Fri 12:58:23 PM,1.6914,103.6521,← 293°,380,437,18700,2066, FlightAware ADS-B (TGA / WSAT)
Fri 12:58:53 PM,1.7118,103.6045,← 293°,390,449,19575,1992, FlightAware ADS-B (MKZ / WMKM)
Fri 12:59:24 PM,1.7348,103.5508,← 293°,394,453,20725,2081, FlightAware ADS-B (QPG / WSAP)
Fri 12:59:55 PM,1.7576,103.4975,← 293°,401,461,21725,1672, FlightAware ADS-B (MKZ / WMKM)
Fri 01:00:25 PM,1.78,103.4456,← 293°,414,476,22425,1700, FlightAware ADS-B (MKZ / WMKM)
Fri 01:00:55 PM,1.8023,103.3935,← 293°,417,480,23425,1550, FlightAware ADS-B (MKZ / WMKM)
Fri 01:01:25 PM,1.8249,103.3405,← 293°,415,478,23975,575, FlightAware ADS-B (QPG / WSAP)
Fri 01:01:55 PM,1.8484,103.2863,← 295°,418,481,24000,25, FlightAware ADS-B (QPG / WSAP)
Fri 01:02:25 PM,1.873,103.236,← 296°,418,481,24000,, FlightAware ADS-B (WSAG)
Fri 01:02:55 PM,1.8989,103.1829,← 296°,431,496,24000,, FlightAware ADS-B (WSAG)
Fri 01:03:25 PM,1.9253,103.1292,← 296°,441,507,24000,, FlightAware ADS-B (WSAG)
Fri 01:03:55 PM,1.9528,103.073,← 296°,438,504,24000,-290, FlightAware ADS-B (SIN / WSSS)
Fri 01:04:27 PM,1.9821,103.0134,← 296°,437,503,23700,-1331, FlightAware ADS-B (QPG / WSAP)
Fri 01:04:57 PM,2.0068,102.9629,← 296°,440,506,22625,-1700, FlightAware ADS-B (SIN / WSSS)
Fri 01:05:27 PM,2.0337,102.9081,← 296°,431,496,22000,-625, FlightAware ADS-B (MKZ / WMKM)
Fri 01:05:57 PM,2.0593,102.8555,← 296°,427,491,22000,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:06:27 PM,2.0861,102.8006,← 296°,428,493,22000,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:06:58 PM,2.1135,102.7444,← 296°,426,490,22000,-786, FlightAware ADS-B (SZB / WMSA)
Fri 01:07:30 PM,2.141,102.6882,← 296°,418,481,21175,-1824, FlightAware ADS-B (JHB / WMKJ)
Fri 01:07:49 PM,2.1559,102.6568,← 293°,417,480,20450,-2225, FlightAware ADS-B (QPG / WSAP)
Fri 01:08:30 PM,2.1703,102.5786,← 277°,408,470,18950,-2092, FlightAware ADS-B (WMAP)
Fri 01:09:00 PM,2.1769,102.5234,← 277°,400,460,17975,-2025, FlightAware ADS-B (WMAV)
Fri 01:09:30 PM,2.1832,102.4696,← 276°,391,450,16925,-2125, FlightAware ADS-B (WMAV)
Fri 01:10:00 PM,2.1892,102.4167,← 276°,383,441,15850,-2325, FlightAware ADS-B (SZB / WMSA)
Fri 01:10:30 PM,2.1953,102.3631,← 277°,379,436,14600,-2350, FlightAware ADS-B (MKZ / WMKM)
Fri 01:11:00 PM,2.2015,102.3093,← 277°,369,425,13500,-2287, FlightAware ADS-B (WMAP)
Fri 01:11:31 PM,2.2073,102.2587,← 277°,368,423,12275,-2090, FlightAware ADS-B (MKZ / WMKM)
Fri 01:12:01 PM,2.2133,102.2071,← 277°,354,407,11375,-1225, FlightAware ADS-B (WMAP)
Fri 01:12:31 PM,2.2185,102.1613,← 277°,328,377,11050,-320, FlightAware ADS-B (SZB / WMSA)
Fri 01:13:02 PM,2.2235,102.118,← 277°,300,345,11050,-492, FlightAware ADS-B (MKZ / WMKM)
Fri 01:13:32 PM,2.2281,102.0773,← 277°,297,342,10550,-1316, FlightAware ADS-B (WMAV)
Fri 01:13:51 PM,2.2311,102.0507,← 276°,298,343,9975,-1255, FlightAware ADS-B (QPG / WSAP)
Fri 01:14:21 PM,2.2357,102.0111,← 276°,281,323,9525,-925, FlightAware ADS-B (MKZ / WMKM)
Fri 01:14:51 PM,2.24,101.9732,← 277°,276,318,9050,-775, FlightAware ADS-B (KUL / WMKK)
Fri 01:15:21 PM,2.2442,101.9365,← 277°,262,302,8750,-775, FlightAware ADS-B (SZB / WMSA)
Fri 01:15:51 PM,2.2482,101.9013,← 276°,257,296,8275,-1000, FlightAware ADS-B (KUL / WMKK)
Fri 01:16:21 PM,2.2523,101.8658,← 277°,254,292,7750,-1076, FlightAware ADS-B (SZB / WMSA)
Fri 01:16:37 PM,2.2546,101.8464,← 276°,251,289,7450,-1043, FlightAware ADS-B (SZB / WMSA)
Fri 01:17:07 PM,2.2583,101.8127,← 277°,245,282,6950,-984, FlightAware ADS-B (SZB / WMSA)
Fri 01:17:38 PM,2.2622,101.7788,← 277°,245,282,6450,-984, FlightAware ADS-B (SZB / WMSA)
Fri 01:18:11 PM,2.2665,101.7404,← 276°,246,283,5900,-980, FlightAware ADS-B (SZB / WMSA)
Fri 01:18:27 PM,2.2687,101.7214,← 276°,242,278,5650,-703, FlightAware ADS-B (SZB / WMSA)
Fri 01:18:43 PM,2.2705,101.7052,← 277°,240,276,5525,-469, FlightAware ADS-B (MKZ / WMKM)
Fri 01:18:59 PM,2.2728,101.6873,← 281°,239,275,5400,-875, FlightAware ADS-B (MKZ / WMKM)
Fri 01:19:19 PM,2.2833,101.6688,↖ 319°,238,274,5000,-1125, FlightAware ADS-B (KUL / WMKK)
Fri 01:19:39 PM,2.3036,101.6621,↑ 2°,237,273,4650,-1038, FlightAware ADS-B (KUL / WMKK)
Fri 01:19:58 PM,2.3224,101.6698,↗ 34°,240,276,4325,-933, FlightAware ADS-B (SZB / WMSA)
Fri 01:20:24 PM,2.3397,101.694,↗ 56°,240,276,3950,-971, FlightAware ADS-B (KUL / WMKK)
Fri 01:20:49 PM,2.3558,101.7164,↗ 55°,236,272,3500,-1098, FlightAware ADS-B (KUL / WMKK)
Fri 01:21:20 PM,2.3745,101.7429,↗ 55°,232,267,2925,-1085, FlightAware ADS-B (KUL / WMKK)
Fri 01:21:36 PM,2.3846,101.7573,↗ 55°,229,264,2650,-511, FlightAware ADS-B (SZB / WMSA)
Fri 01:22:07 PM,2.4022,101.7825,↗ 55°,206,237,2525,-156, FlightAware ADS-B (SZB / WMSA)
Fri 01:22:24 PM,2.4111,101.7953,↗ 55°,196,226,2525,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:22:46 PM,2.4222,101.8115,↗ 56°,189,217,2525,, FlightAware ADS-B (KUL / WMKK)
Fri 01:23:06 PM,2.4323,101.8265,↗ 56°,189,217,2525,, FlightAware ADS-B (SZB / WMSA)
Fri 01:23:25 PM,2.4411,101.8395,↗ 56°,191,220,2525,, FlightAware ADS-B (SZB / WMSA)
Fri 01:23:45 PM,2.4553,101.8518,↑ 21°,196,226,2525,42, FlightAware ADS-B (SZB / WMSA)
Fri 01:24:01 PM,2.4699,101.8529,↑ 350°,198,228,2550,, FlightAware ADS-B (SZB / WMSA)
Fri 01:24:34 PM,2.497,101.8389,↖ 328°,196,226,2525,-24, FlightAware ADS-B (SZB / WMSA)
Fri 01:25:03 PM,2.5172,101.8254,↖ 326°,163,188,2525,, FlightAware ADS-B (KUL / WMKK)
Fri 01:25:19 PM,2.5266,101.8191,↖ 326°,158,182,2525,, FlightAware ADS-B (MKZ / WMKM)
Fri 01:25:51 PM,2.5468,101.8057,↖ 326°,162,186,2525,, FlightAware ADS-B (SZB / WMSA)
Fri 01:26:21 PM,2.5657,101.793,↖ 326°,160,184,2525,, FlightAware ADS-B (SZB / WMSA)
Fri 01:26:41 PM,2.578,101.7848,↖ 326°,159,183,2525,, FlightAware ADS-B (SZB / WMSA)
Fri 01:27:02 PM,2.5905,101.7763,↖ 326°,158,182,2525,-118, FlightAware ADS-B (SZB / WMSA)
Fri 01:27:19 PM,2.6008,101.7696,↖ 327°,162,186,2450,-606, FlightAware ADS-B (KUL / WMKK)
Fri 01:27:49 PM,2.6193,101.7571,↖ 326°,161,185,2050,-808, FlightAware ADS-B (SZB / WMSA)
Fri 01:28:24 PM,2.6411,101.7425,↖ 326°,160,184,1575,-808, FlightAware ADS-B (KUL / WMKK)
Fri 01:28:54 PM,2.6595,101.7302,↖ 326°,159,183,1175,-804, FlightAware ADS-B (KUL / WMKK)
Fri 01:29:20 PM,2.6751,101.7198,↖ 326°,157,181,825,-784, Surface and Near-Surface
Fri 01:29:38 PM,2.6862,101.7123,↖ 326°,153,176,600,-750, FlightAware ADS-B (SZB / WMSA)
Fri 01:29:54 PM,2.6953,101.7063,↖ 325°,157,181,400,-750, FlightAware ADS-B (KUL / WMKK)
Fri 01:30:46 PM    Arrival (KUL) @ Friday 01:30:46 PM +08,,,,,,,, FlightAware
Taxi Time: 4 minutes,,,,,,,,
Fri 01:35:00 PM    Gate Arrival (KUL) @ Friday 01:35:00 PM +08,,,,,,,, Airline
,,,,,,,,
Thu 12:31:00 PM    Left Gate (SIN) @ Thursday 12:31:00 PM +08,,,,,,,, Airline
Taxi Time: 13 minutes,,,,,,,,
